filename,date&time,labeled length (pixels),automated length (pixels),difference in measurement (pixels)
IMG_0356.JPG,18-Dec-2020 09:00:00,635,711.09202,-76.1
IMG_0357.JPG,18-Dec-2020 10:00:00,635,707.27371,-72.3
IMG_0358.JPG,18-Dec-2020 11:00:00,635,710.03389,-75.0
IMG_0359.JPG,18-Dec-2020 12:00:00,637,707.36353,-70.4
IMG_0360.JPG,18-Dec-2020 13:00:00,635,715.28792,-80.3
IMG_0361.JPG,18-Dec-2020 14:00:00,635,707.03342,-72.0
IMG_0362.JPG,18-Dec-2020 15:00:00,633,706.08472,-73.1
IMG_0379.JPG,19-Dec-2020 08:00:00,627,704.93174,-77.9
IMG_0380.JPG,19-Dec-2020 09:00:00,627,710.03582,-83.0
IMG_0381.JPG,19-Dec-2020 10:00:00,629,697.36097,-68.4
IMG_0382.JPG,19-Dec-2020 11:00:00,629,702.02413,-73.0
IMG_0383.JPG,19-Dec-2020 12:00:00,629,707.03148,-78.0
IMG_0384.JPG,19-Dec-2020 13:00:00,629,688.33147,-59.3
IMG_0385.JPG,19-Dec-2020 14:00:00,631,703.97234,-73.0
IMG_0386.JPG,19-Dec-2020 15:00:00,629,735.07234,-106.1
IMG_0403.JPG,20-Dec-2020 08:00:00,591,,
IMG_0404.JPG,20-Dec-2020 09:00:00,595,334.0015,261.0
IMG_0405.JPG,20-Dec-2020 10:00:00,597,369.0,228.0
IMG_0406.JPG,20-Dec-2020 11:00:00,595,255.9903,339.0
IMG_0407.JPG,20-Dec-2020 12:00:00,597,675.29202,-78.3
IMG_0408.JPG,20-Dec-2020 13:00:00,599,665.30056,-66.3
IMG_0409.JPG,20-Dec-2020 14:00:00,597,527.00095,70.0
IMG_0410.JPG,20-Dec-2020 15:00:00,597,667.30137,-70.3
IMG_0427.JPG,21-Dec-2020 08:00:00,599,672.87767,-73.9
IMG_0428.JPG,21-Dec-2020 09:00:00,601,672.98802,-72.0
IMG_0429.JPG,21-Dec-2020 10:00:00,601,671.96773,-71.0
IMG_0430.JPG,21-Dec-2020 11:00:00,603,671.92352,-68.9
IMG_0431.JPG,21-Dec-2020 12:00:00,601,672.92947,-71.9
IMG_0432.JPG,21-Dec-2020 13:00:00,603,677.09306,-74.1
IMG_0433.JPG,21-Dec-2020 14:00:00,605,675.91664,-70.9
IMG_0434.JPG,21-Dec-2020 15:00:00,607,,
IMG_0452.JPG,22-Dec-2020 09:00:00,613,688.42457,-75.4
IMG_0453.JPG,22-Dec-2020 10:00:00,615,486.16696,128.8
IMG_0454.JPG,22-Dec-2020 11:00:00,617,684.72447,-67.7
IMG_0455.JPG,22-Dec-2020 12:00:00,617,686.05547,-69.1
IMG_0456.JPG,22-Dec-2020 13:00:00,621,683.15341,-62.2
IMG_0457.JPG,22-Dec-2020 14:00:00,619,689.62459,-70.6
IMG_0458.JPG,22-Dec-2020 15:00:00,617,689.09287,-72.1
IMG_0475.JPG,23-Dec-2020 08:00:00,617,531.07872,85.9
IMG_0476.JPG,23-Dec-2020 09:00:00,619,640.00078,-21.0
IMG_0477.JPG,23-Dec-2020 10:00:00,619,688.25239,-69.3
IMG_0478.JPG,23-Dec-2020 11:00:00,617,717.11136,-100.1
IMG_0479.JPG,23-Dec-2020 12:00:00,621,526.00095,95.0
IMG_0480.JPG,23-Dec-2020 13:00:00,621,688.27813,-67.3
IMG_0481.JPG,23-Dec-2020 14:00:00,621,688.239,-67.2
IMG_0482.JPG,23-Dec-2020 15:00:00,621,709.31882,-88.3
IMG_0499.JPG,24-Dec-2020 08:00:00,619,687.84702,-68.8
IMG_0500.JPG,24-Dec-2020 09:00:00,621,687.18634,-66.2
IMG_0501.JPG,24-Dec-2020 10:00:00,621,689.29808,-68.3
IMG_0502.JPG,24-Dec-2020 11:00:00,619,708.31554,-89.3
IMG_0503.JPG,24-Dec-2020 12:00:00,621,689.90116,-68.9
IMG_0504.JPG,24-Dec-2020 13:00:00,619,690.29561,-71.3
IMG_0505.JPG,24-Dec-2020 14:00:00,621,688.81122,-67.8
IMG_0506.JPG,24-Dec-2020 15:00:00,621,691.52529,-70.5
IMG_0523.JPG,25-Dec-2020 08:00:00,619,688.0581,-69.1
IMG_0524.JPG,25-Dec-2020 09:00:00,621,682.03942,-61.0
IMG_0525.JPG,25-Dec-2020 10:00:00,619,688.94721,-69.9
IMG_0526.JPG,25-Dec-2020 11:00:00,619,534.73169,84.3
IMG_0527.JPG,25-Dec-2020 12:00:00,621,690.00652,-69.0
IMG_0528.JPG,25-Dec-2020 13:00:00,623,688.23905,-65.2
IMG_0529.JPG,25-Dec-2020 14:00:00,619,688.02743,-69.0
IMG_0530.JPG,25-Dec-2020 15:00:00,621,688.89978,-67.9
IMG_0547.JPG,26-Dec-2020 08:00:00,585,582.84067,2.2
IMG_0548.JPG,26-Dec-2020 09:00:00,583,655.8937,-72.9
IMG_0549.JPG,26-Dec-2020 10:00:00,587,650.12533,-63.1
IMG_0550.JPG,26-Dec-2020 11:00:00,587,655.95696,-69.0
IMG_0551.JPG,26-Dec-2020 12:00:00,587,656.00016,-69.0
IMG_0552.JPG,26-Dec-2020 13:00:00,587,655.90596,-68.9
IMG_0553.JPG,26-Dec-2020 14:00:00,585,656.18652,-71.2
IMG_0554.JPG,26-Dec-2020 15:00:00,585,654.95333,-70.0
IMG_0555.JPG,26-Dec-2020 16:00:00,587,645.14848,-58.1
IMG_0571.JPG,27-Dec-2020 08:00:00,587,660.96257,-74.0
IMG_0572.JPG,27-Dec-2020 09:00:00,589,648.11877,-59.1
IMG_0573.JPG,27-Dec-2020 10:00:00,589,658.95612,-70.0
IMG_0574.JPG,27-Dec-2020 11:00:00,585,451.65258,133.3
IMG_0575.JPG,27-Dec-2020 12:00:00,587,659.07473,-72.1
IMG_0576.JPG,27-Dec-2020 13:00:00,587,653.05513,-66.1
IMG_0577.JPG,27-Dec-2020 14:00:00,587,650.12533,-63.1
IMG_0578.JPG,27-Dec-2020 15:00:00,587,653.05506,-66.1
IMG_0595.JPG,28-Dec-2020 08:00:00,589,657.13446,-68.1
IMG_0596.JPG,28-Dec-2020 09:00:00,589,655.93567,-66.9
IMG_0597.JPG,28-Dec-2020 10:00:00,589,660.28553,-71.3
IMG_0598.JPG,28-Dec-2020 11:00:00,591,657.77953,-66.8
IMG_0599.JPG,28-Dec-2020 12:00:00,589,658.71501,-69.7
IMG_0600.JPG,28-Dec-2020 13:00:00,589,658.37464,-69.4
IMG_0601.JPG,28-Dec-2020 14:00:00,589,656.95373,-68.0
IMG_0602.JPG,28-Dec-2020 15:00:00,589,654.17958,-65.2
IMG_0603.JPG,28-Dec-2020 16:00:00,589,662.01881,-73.0
IMG_0619.JPG,29-Dec-2020 08:00:00,589,648.15889,-59.2
IMG_0620.JPG,29-Dec-2020 09:00:00,589,650.16583,-61.2
IMG_0621.JPG,29-Dec-2020 10:00:00,591,659.00465,-68.0
IMG_0622.JPG,29-Dec-2020 11:00:00,591,658.9613,-68.0
IMG_0623.JPG,29-Dec-2020 12:00:00,591,655.18305,-64.2
IMG_0624.JPG,29-Dec-2020 13:00:00,593,659.00465,-66.0
IMG_0625.JPG,29-Dec-2020 14:00:00,591,653.13517,-62.1
IMG_0626.JPG,29-Dec-2020 15:00:00,593,653.17611,-60.2
IMG_0643.JPG,30-Dec-2020 08:00:00,570,618.30725,-48.3
IMG_0644.JPG,30-Dec-2020 09:00:00,562,625.19882,-63.2
IMG_0645.JPG,30-Dec-2020 10:00:00,552,636.95907,-85.0
IMG_0646.JPG,30-Dec-2020 11:00:00,534,613.99957,-80.0
IMG_0647.JPG,30-Dec-2020 12:00:00,528,621.01099,-93.0
IMG_0648.JPG,30-Dec-2020 13:00:00,520,590.72739,-70.7
IMG_0649.JPG,30-Dec-2020 14:00:00,516,574.83013,-58.8
IMG_0650.JPG,30-Dec-2020 15:00:00,507,580.03389,-73.0
IMG_0667.JPG,31-Dec-2020 08:00:00,444,543.7824,-99.8
IMG_0668.JPG,31-Dec-2020 09:00:00,444,488.11666,-44.1
IMG_0669.JPG,31-Dec-2020 10:00:00,444,542.83091,-98.8
IMG_0670.JPG,31-Dec-2020 11:00:00,444,530.85439,-86.9
IMG_0671.JPG,31-Dec-2020 12:00:00,440,542.88378,-102.9
IMG_0672.JPG,31-Dec-2020 13:00:00,442,544.88704,-102.9
IMG_0673.JPG,31-Dec-2020 14:00:00,451,516.74086,-65.7
IMG_0674.JPG,31-Dec-2020 15:00:00,451,503.72082,-52.7
IMG_0675.JPG,31-Dec-2020 16:00:00,448,498.03722,-50.0
IMG_0691.JPG,01-Jan-2021 08:00:00,440,521.93424,-81.9
IMG_0692.JPG,01-Jan-2021 09:00:00,434,536.83802,-102.8
IMG_0693.JPG,01-Jan-2021 10:00:00,434,496.19968,-62.2
IMG_0694.JPG,01-Jan-2021 11:00:00,432,563.19556,-131.2
IMG_0695.JPG,01-Jan-2021 12:00:00,432,561.2221,-129.2
IMG_0696.JPG,01-Jan-2021 13:00:00,438,493.78994,-55.8
IMG_0697.JPG,01-Jan-2021 14:00:00,442,495.63175,-53.6
IMG_0698.JPG,01-Jan-2021 15:00:00,442,494.72252,-52.7
IMG_0699.JPG,01-Jan-2021 16:00:00,440,501.38917,-61.4
IMG_0715.JPG,02-Jan-2021 08:00:00,414,452.88535,-38.9
IMG_0716.JPG,02-Jan-2021 09:00:00,416,489.18929,-73.2
IMG_0717.JPG,02-Jan-2021 10:00:00,414,468.53813,-54.5
IMG_0718.JPG,02-Jan-2021 11:00:00,396,465.71672,-69.7
IMG_0719.JPG,02-Jan-2021 12:00:00,394,403.91907,-9.9
IMG_0720.JPG,02-Jan-2021 13:00:00,383,452.16735,-69.2
IMG_0721.JPG,02-Jan-2021 14:00:00,381,458.67496,-77.7
IMG_0722.JPG,02-Jan-2021 15:00:00,375,439.5788,-64.6
IMG_0739.JPG,03-Jan-2021 08:00:00,377,282.20702,94.8
IMG_0740.JPG,03-Jan-2021 09:00:00,377,331.83674,45.2
IMG_0741.JPG,03-Jan-2021 10:00:00,379,328.0061,51.0
IMG_0742.JPG,03-Jan-2021 11:00:00,385,436.50863,-51.5
IMG_0743.JPG,03-Jan-2021 12:00:00,385,440.4468,-55.4
IMG_0744.JPG,03-Jan-2021 13:00:00,385,439.69649,-54.7
IMG_0745.JPG,03-Jan-2021 14:00:00,385,439.51953,-54.5
IMG_0746.JPG,03-Jan-2021 15:00:00,383,460.58737,-77.6
IMG_0764.JPG,04-Jan-2021 09:00:00,426,434.66894,-8.7
IMG_0765.JPG,04-Jan-2021 10:00:00,379,430.59477,-51.6
IMG_0766.JPG,04-Jan-2021 11:00:00,371,419.64583,-48.6
IMG_0767.JPG,04-Jan-2021 12:00:00,359,405.40706,-46.4
IMG_0768.JPG,04-Jan-2021 13:00:00,341,382.3317,-41.3
IMG_0769.JPG,04-Jan-2021 14:00:00,316,354.09914,-38.1
IMG_0770.JPG,04-Jan-2021 15:00:00,304,342.52705,-38.5
IMG_0787.JPG,05-Jan-2021 08:00:00,308,330.06322,-22.1
IMG_0788.JPG,05-Jan-2021 09:00:00,312,347.50843,-35.5
IMG_0789.JPG,05-Jan-2021 10:00:00,310,347.50843,-37.5
IMG_0790.JPG,05-Jan-2021 11:00:00,310,348.50974,-38.5
IMG_0791.JPG,05-Jan-2021 12:00:00,310,349.10574,-39.1
IMG_0792.JPG,05-Jan-2021 13:00:00,310,350.48936,-40.5
IMG_0793.JPG,05-Jan-2021 14:00:00,306,350.10868,-44.1
IMG_0794.JPG,05-Jan-2021 15:00:00,308,351.49061,-43.5
IMG_0811.JPG,06-Jan-2021 08:00:00,270,310.20122,-40.2
IMG_0812.JPG,06-Jan-2021 09:00:00,266,309.03934,-43.0
IMG_0813.JPG,06-Jan-2021 10:00:00,268,303.75428,-35.8
IMG_0814.JPG,06-Jan-2021 11:00:00,264,330.00382,-66.0
IMG_0815.JPG,06-Jan-2021 12:00:00,260,329.97212,-70.0
IMG_0816.JPG,06-Jan-2021 13:00:00,262,327.15848,-65.2
IMG_0817.JPG,06-Jan-2021 14:00:00,262,316.382,-54.4
IMG_0818.JPG,06-Jan-2021 15:00:00,260,331.21506,-71.2
IMG_0819.JPG,06-Jan-2021 16:00:00,255,300.015,-45.0
IMG_0835.JPG,07-Jan-2021 08:00:00,264,234.91421,29.1
IMG_0836.JPG,07-Jan-2021 09:00:00,264,305.02691,-41.0
IMG_0837.JPG,07-Jan-2021 10:00:00,266,305.77347,-39.8
IMG_0838.JPG,07-Jan-2021 11:00:00,264,333.37334,-69.4
IMG_0839.JPG,07-Jan-2021 12:00:00,264,254.02233,10.0
IMG_0840.JPG,07-Jan-2021 13:00:00,268,339.20151,-71.2
IMG_0841.JPG,07-Jan-2021 14:00:00,266,350.16683,-84.2
IMG_0842.JPG,07-Jan-2021 15:00:00,268,309.20092,-41.2
IMG_0843.JPG,07-Jan-2021 16:00:00,264,338.23683,-74.2
IMG_0859.JPG,08-Jan-2021 08:00:00,270,348.17933,-78.2
IMG_0860.JPG,08-Jan-2021 09:00:00,272,354.01271,-82.0
IMG_0861.JPG,08-Jan-2021 10:00:00,272,354.57302,-82.6
IMG_0862.JPG,08-Jan-2021 11:00:00,270,312.04867,-42.0
IMG_0863.JPG,08-Jan-2021 12:00:00,272,314.05489,-42.1
IMG_0864.JPG,08-Jan-2021 13:00:00,270,358.19171,-88.2
IMG_0865.JPG,08-Jan-2021 14:00:00,270,355.96488,-86.0
IMG_0866.JPG,08-Jan-2021 15:00:00,268,312.51861,-44.5
IMG_0867.JPG,08-Jan-2021 16:00:00,272,309.62807,-37.6
IMG_0883.JPG,09-Jan-2021 08:00:00,272,338.32208,-66.3
IMG_0884.JPG,09-Jan-2021 09:00:00,272,310.91087,-38.9
IMG_0885.JPG,09-Jan-2021 10:00:00,272,357.1886,-85.2
IMG_0886.JPG,09-Jan-2021 11:00:00,270,322.4694,-52.5
IMG_0887.JPG,09-Jan-2021 12:00:00,272,321.45482,-49.5
IMG_0888.JPG,09-Jan-2021 13:00:00,274,359.11471,-85.1
IMG_0889.JPG,09-Jan-2021 14:00:00,272,354.56202,-82.6
IMG_0890.JPG,09-Jan-2021 15:00:00,270,348.58008,-78.6
IMG_0891.JPG,09-Jan-2021 16:00:00,270,303.27612,-33.3
IMG_0907.JPG,10-Jan-2021 08:00:00,272,315.94001,-43.9
IMG_0908.JPG,10-Jan-2021 09:00:00,276,314.74488,-38.7
IMG_0909.JPG,10-Jan-2021 10:00:00,274,310.6552,-36.7
IMG_0910.JPG,10-Jan-2021 11:00:00,276,310.64662,-34.6
IMG_0911.JPG,10-Jan-2021 12:00:00,270,360.95715,-91.0
IMG_0912.JPG,10-Jan-2021 13:00:00,274,350.16062,-76.2
IMG_0913.JPG,10-Jan-2021 14:00:00,274,103.51804,170.5
IMG_0914.JPG,10-Jan-2021 15:00:00,274,106.80569,167.2
IMG_0915.JPG,10-Jan-2021 16:00:00,276,331.18881,-55.2
IMG_0931.JPG,11-Jan-2021 08:00:00,276,332.56813,-56.6
IMG_0932.JPG,11-Jan-2021 09:00:00,274,312.81343,-38.8
IMG_0933.JPG,11-Jan-2021 10:00:00,274,358.4204,-84.4
IMG_0934.JPG,11-Jan-2021 11:00:00,276,321.72795,-45.7
IMG_0935.JPG,11-Jan-2021 12:00:00,272,315.94001,-43.9
IMG_0936.JPG,11-Jan-2021 13:00:00,274,313.92835,-39.9
IMG_0937.JPG,11-Jan-2021 14:00:00,272,361.9877,-90.0
IMG_0938.JPG,11-Jan-2021 15:00:00,272,313.7227,-41.7
IMG_0939.JPG,11-Jan-2021 16:00:00,276,357.64056,-81.6
IMG_0959.JPG,12-Jan-2021 12:00:00,1,,
IMG_0960.JPG,12-Jan-2021 13:00:00,1,,
IMG_0979.JPG,13-Jan-2021 08:00:00,255,292.93484,-37.9
IMG_0980.JPG,13-Jan-2021 09:00:00,260,292.44894,-32.4
IMG_0981.JPG,13-Jan-2021 10:00:00,260,293.93352,-33.9
IMG_0982.JPG,13-Jan-2021 11:00:00,262,295.2527,-33.3
IMG_0983.JPG,13-Jan-2021 12:00:00,264,297.46105,-33.5
IMG_0984.JPG,13-Jan-2021 13:00:00,268,321.07419,-53.1
IMG_0985.JPG,13-Jan-2021 14:00:00,268,327.35649,-59.4
IMG_0986.JPG,13-Jan-2021 15:00:00,264,350.51924,-86.5
IMG_0987.JPG,13-Jan-2021 16:00:00,268,303.87134,-35.9
IMG_1003.JPG,14-Jan-2021 08:00:00,276,344.43979,-68.4
IMG_1004.JPG,14-Jan-2021 09:00:00,278,344.10298,-66.1
IMG_1005.JPG,14-Jan-2021 10:00:00,276,314.03117,-38.0
IMG_1006.JPG,14-Jan-2021 11:00:00,276,348.95942,-73.0
IMG_1007.JPG,14-Jan-2021 12:00:00,278,350.58942,-72.6
IMG_1008.JPG,14-Jan-2021 13:00:00,280,316.28691,-36.3
IMG_1009.JPG,14-Jan-2021 14:00:00,280,315.70849,-35.7
IMG_1010.JPG,14-Jan-2021 15:00:00,278,314.69612,-36.7
IMG_1011.JPG,14-Jan-2021 16:00:00,280,318.74561,-38.7
IMG_1027.JPG,15-Jan-2021 08:00:00,286,320.72895,-34.7
IMG_1028.JPG,15-Jan-2021 09:00:00,284,321.13679,-37.1
IMG_1029.JPG,15-Jan-2021 10:00:00,286,322.15173,-36.2
IMG_1030.JPG,15-Jan-2021 11:00:00,286,323.75488,-37.8
IMG_1031.JPG,15-Jan-2021 12:00:00,286,323.75488,-37.8
IMG_1032.JPG,15-Jan-2021 13:00:00,288,327.85691,-39.9
IMG_1033.JPG,15-Jan-2021 14:00:00,286,355.78735,-69.8
IMG_1034.JPG,15-Jan-2021 15:00:00,290,353.53993,-63.5
IMG_1035.JPG,15-Jan-2021 16:00:00,290,357.3991,-67.4
IMG_1051.JPG,16-Jan-2021 08:00:00,292,329.40068,-37.4
IMG_1052.JPG,16-Jan-2021 09:00:00,294,332.14526,-38.1
IMG_1053.JPG,16-Jan-2021 10:00:00,290,329.02083,-39.0
IMG_1054.JPG,16-Jan-2021 11:00:00,292,333.93116,-41.9
IMG_1055.JPG,16-Jan-2021 12:00:00,292,328.91167,-36.9
IMG_1056.JPG,16-Jan-2021 13:00:00,290,328.00993,-38.0
IMG_1057.JPG,16-Jan-2021 14:00:00,294,327.90612,-33.9
IMG_1058.JPG,16-Jan-2021 15:00:00,290,327.23771,-37.2
IMG_1059.JPG,16-Jan-2021 16:00:00,294,332.48275,-38.5
IMG_1075.JPG,17-Jan-2021 08:00:00,294,331.317,-37.3
IMG_1076.JPG,17-Jan-2021 09:00:00,298,331.82026,-33.8
IMG_1077.JPG,17-Jan-2021 10:00:00,296,339.88567,-43.9
IMG_1078.JPG,17-Jan-2021 11:00:00,294,336.19757,-42.2
IMG_1079.JPG,17-Jan-2021 12:00:00,294,338.54246,-44.5
IMG_1080.JPG,17-Jan-2021 13:00:00,294,365.27018,-71.3
IMG_1081.JPG,17-Jan-2021 14:00:00,294,301.27436,-7.3
IMG_1082.JPG,17-Jan-2021 15:00:00,296,361.5951,-65.6
IMG_1083.JPG,17-Jan-2021 16:00:00,294,331.28863,-37.3
IMG_1099.JPG,18-Jan-2021 08:00:00,298,367.84829,-69.8
IMG_1100.JPG,18-Jan-2021 09:00:00,298,366.62445,-68.6
IMG_1101.JPG,18-Jan-2021 10:00:00,298,367.48987,-69.5
IMG_1102.JPG,18-Jan-2021 11:00:00,298,367.48987,-69.5
IMG_1103.JPG,18-Jan-2021 12:00:00,296,341.24559,-45.2
IMG_1104.JPG,18-Jan-2021 13:00:00,296,366.82666,-70.8
IMG_1105.JPG,18-Jan-2021 14:00:00,296,336.05788,-40.1
IMG_1106.JPG,18-Jan-2021 15:00:00,298,372.91879,-74.9
IMG_1107.JPG,18-Jan-2021 16:00:00,298,340.23598,-42.2
IMG_1123.JPG,19-Jan-2021 08:00:00,300,339.72595,-39.7
IMG_1124.JPG,19-Jan-2021 09:00:00,300,338.93968,-38.9
IMG_1125.JPG,19-Jan-2021 10:00:00,300,339.90981,-39.9
IMG_1126.JPG,19-Jan-2021 11:00:00,300,340.00549,-40.0
IMG_1127.JPG,19-Jan-2021 12:00:00,302,339.07586,-37.1
IMG_1128.JPG,19-Jan-2021 13:00:00,302,324.56921,-22.6
IMG_1129.JPG,19-Jan-2021 14:00:00,302,345.25882,-43.3
IMG_1130.JPG,19-Jan-2021 15:00:00,302,345.25882,-43.3
IMG_1131.JPG,19-Jan-2021 16:00:00,302,343.99842,-42.0
IMG_1147.JPG,20-Jan-2021 08:00:00,302,341.90202,-39.9
IMG_1148.JPG,20-Jan-2021 09:00:00,302,343.99438,-42.0
IMG_1149.JPG,20-Jan-2021 10:00:00,302,341.04574,-39.0
IMG_1150.JPG,20-Jan-2021 11:00:00,300,344.31718,-44.3
IMG_1151.JPG,20-Jan-2021 12:00:00,306,347.95108,-42.0
IMG_1152.JPG,20-Jan-2021 13:00:00,304,345.10889,-41.1
IMG_1153.JPG,20-Jan-2021 14:00:00,304,340.97787,-37.0
IMG_1154.JPG,20-Jan-2021 15:00:00,302,346.64915,-44.6
IMG_1155.JPG,20-Jan-2021 16:00:00,304,382.26725,-78.3
IMG_1171.JPG,21-Jan-2021 08:00:00,304,339.6121,-35.6
IMG_1172.JPG,21-Jan-2021 09:00:00,304,345.11753,-41.1
IMG_1173.JPG,21-Jan-2021 10:00:00,304,343.22816,-39.2
IMG_1174.JPG,21-Jan-2021 11:00:00,308,344.83008,-36.8
IMG_1175.JPG,21-Jan-2021 12:00:00,306,342.79362,-36.8
IMG_1176.JPG,21-Jan-2021 13:00:00,306,351.84143,-45.8
IMG_1177.JPG,21-Jan-2021 14:00:00,304,348.68479,-44.7
IMG_1178.JPG,21-Jan-2021 15:00:00,304,343.57708,-39.6
IMG_1179.JPG,21-Jan-2021 16:00:00,306,343.14016,-37.1
IMG_1195.JPG,22-Jan-2021 08:00:00,308,351.2983,-43.3
IMG_1196.JPG,22-Jan-2021 09:00:00,306,351.49786,-45.5
IMG_1197.JPG,22-Jan-2021 10:00:00,306,352.35122,-46.4
IMG_1198.JPG,22-Jan-2021 11:00:00,306,306.79011,-0.8
IMG_1199.JPG,22-Jan-2021 12:00:00,304,351.2983,-47.3
IMG_1200.JPG,22-Jan-2021 13:00:00,306,372.3948,-66.4
IMG_1201.JPG,22-Jan-2021 14:00:00,306,378.05823,-72.1
IMG_1202.JPG,22-Jan-2021 15:00:00,310,373.41845,-63.4
IMG_1203.JPG,22-Jan-2021 16:00:00,306,352.68447,-46.7
IMG_1219.JPG,23-Jan-2021 08:00:00,306,380.17069,-74.2
IMG_1220.JPG,23-Jan-2021 09:00:00,308,381.97882,-74.0
IMG_1221.JPG,23-Jan-2021 10:00:00,306,351.67433,-45.7
IMG_1222.JPG,23-Jan-2021 11:00:00,306,346.93389,-40.9
IMG_1223.JPG,23-Jan-2021 12:00:00,306,317.31145,-11.3
IMG_1224.JPG,23-Jan-2021 13:00:00,308,370.97575,-63.0
IMG_1225.JPG,23-Jan-2021 14:00:00,308,374.37283,-66.4
IMG_1226.JPG,23-Jan-2021 15:00:00,306,373.01381,-67.0
IMG_1227.JPG,23-Jan-2021 16:00:00,306,352.30739,-46.3
IMG_1243.JPG,24-Jan-2021 08:00:00,306,345.97697,-40.0
IMG_1244.JPG,24-Jan-2021 09:00:00,308,345.01018,-37.0
IMG_1245.JPG,24-Jan-2021 10:00:00,306,349.13836,-43.1
IMG_1246.JPG,24-Jan-2021 11:00:00,308,348.70867,-40.7
IMG_1247.JPG,24-Jan-2021 12:00:00,306,346.91253,-40.9
IMG_1248.JPG,24-Jan-2021 13:00:00,308,348.1254,-40.1
IMG_1249.JPG,24-Jan-2021 14:00:00,308,347.95111,-40.0
IMG_1250.JPG,24-Jan-2021 15:00:00,308,344.99842,-37.0
IMG_1251.JPG,24-Jan-2021 16:00:00,306,347.84954,-41.8
IMG_1267.JPG,25-Jan-2021 08:00:00,298,344.0716,-46.1
IMG_1268.JPG,25-Jan-2021 09:00:00,300,342.9102,-42.9
IMG_1269.JPG,25-Jan-2021 10:00:00,298,339.88567,-41.9
IMG_1270.JPG,25-Jan-2021 11:00:00,298,341.90202,-43.9
IMG_1271.JPG,25-Jan-2021 12:00:00,300,338.97697,-39.0
IMG_1272.JPG,25-Jan-2021 13:00:00,298,339.13451,-41.1
IMG_1273.JPG,25-Jan-2021 14:00:00,298,334.8386,-36.8
IMG_1274.JPG,25-Jan-2021 15:00:00,298,338.61483,-40.6
IMG_1275.JPG,25-Jan-2021 16:00:00,298,337.01882,-39.0
IMG_1291.JPG,26-Jan-2021 08:00:00,292,333.28337,-41.3
IMG_1292.JPG,26-Jan-2021 09:00:00,296,336.07069,-40.1
IMG_1293.JPG,26-Jan-2021 10:00:00,292,334.22676,-42.2
IMG_1294.JPG,26-Jan-2021 11:00:00,290,339.18564,-49.2
IMG_1295.JPG,26-Jan-2021 12:00:00,292,334.03437,-42.0
IMG_1296.JPG,26-Jan-2021 13:00:00,292,333.33863,-41.3
IMG_1297.JPG,26-Jan-2021 14:00:00,294,331.08127,-37.1
IMG_1298.JPG,26-Jan-2021 15:00:00,290,334.35545,-44.4
IMG_1299.JPG,26-Jan-2021 16:00:00,290,335.18794,-45.2
IMG_1315.JPG,27-Jan-2021 08:00:00,272,309.58988,-37.6
IMG_1316.JPG,27-Jan-2021 09:00:00,257,299.23342,-42.2
IMG_1317.JPG,27-Jan-2021 10:00:00,245,283.86062,-38.9
IMG_1318.JPG,27-Jan-2021 11:00:00,239,275.61932,-36.6
IMG_1319.JPG,27-Jan-2021 12:00:00,227,266.89341,-39.9
IMG_1320.JPG,27-Jan-2021 13:00:00,217,114.10809,102.9
IMG_1321.JPG,27-Jan-2021 14:00:00,211,242.54819,-31.5
