filename,top_x,top_y,bottom_x,bottom_y,pole_length
IMG_2571.JPG,1060.8,517.0,1112.2,742.0,230.79302
IMG_3121.JPG,1034.3,521.0,1167.0,1006.0,502.83847
IMG_0428.JPG,1231.6,467.0,1268.1,1139.0,672.98802
IMG_3069.JPG,1038.5,517.0,1163.7,999.0,497.99624
IMG_2377.JPG,,,,,
IMG_0574.JPG,1224.4,469.0,1273.3,918.0,451.65258
IMG_0212.JPG,1245.5,465.0,1279.7,1230.0,765.76294
IMG_1124.JPG,1141.3,496.0,1192.8,831.0,338.93968
IMG_1656.JPG,,,,,
IMG_0548.JPG,1232.1,467.0,1266.3,1122.0,655.8937
IMG_3041.JPG,1038.6,517.0,1154.7,989.0,486.07377
IMG_1130.JPG,1156.2,495.0,1185.7,839.0,345.25882
IMG_1681.JPG,,,,,
IMG_3096.JPG,1039.5,520.0,1161.5,1008.0,503.01889
IMG_2613.JPG,,,,,
IMG_2161.JPG,,,,,
IMG_0986.JPG,1152.3,474.0,1194.2,822.0,350.51924
IMG_1440.JPG,,,,,
IMG_3257.JPG,1066.4,512.0,1213.3,1175.0,679.08025
IMG_3243.JPG,1060.8,517.0,1213.4,1174.0,674.48497
IMG_0979.JPG,1147.4,493.0,1195.3,782.0,292.93484
IMG_2808.JPG,1054.9,519.0,1108.9,787.0,273.38077
IMG_1483.JPG,,,1171.1,666.0,
IMG_2834.JPG,1052.9,519.0,1114.2,808.0,295.42345
IMG_0789.JPG,1201.6,487.0,1220.4,834.0,347.50843
IMG_3280.JPG,1071.8,517.0,1232.6,1200.0,701.66127
IMG_0936.JPG,1167.8,491.0,1202.5,803.0,313.92835
IMG_2853.JPG,1042.8,517.0,1117.5,812.0,304.32312
IMG_2660.JPG,,,,,
IMG_1369.JPG,1169.4,611.0,1158.2,693.0,82.76269
IMG_3218.JPG,1069.6,599.0,1205.6,1118.0,536.51199
IMG_2884.JPG,1042.1,514.0,1131.3,882.0,378.64451
IMG_0739.JPG,1229.6,625.0,1240.4,907.0,282.20702
IMG_1341.JPG,,,,,
IMG_2489.JPG,,,,,
IMG_2304.JPG,,,,,
IMG_2476.JPG,,,,,
IMG_0261.JPG,1238.6,463.0,1299.1,1201.0,740.478
IMG_1631.JPG,,,,,
IMG_3026.JPG,1061.7,603.0,1148.2,988.0,394.59801
IMG_3191.JPG,1041.0,520.0,1177.0,1073.0,569.46279
IMG_3185.JPG,1037.8,519.0,1180.0,1088.0,586.51178
IMG_1779.JPG,,,,,
IMG_2516.JPG,,,1060.2,680.0,
IMG_3146.JPG,1059.1,605.0,1162.1,1065.0,471.38271
IMG_2258.JPG,,,,,
IMG_1751.JPG,,,,,
IMG_1989.JPG,,,,,
IMG_2933.JPG,1050.6,514.0,1132.3,938.0,431.80804
IMG_0842.JPG,1193.7,486.0,1204.8,795.0,309.20092
IMG_3387.JPG,1091.0,513.0,1246.3,1331.0,832.60731
IMG_2927.JPG,1039.5,517.0,1143.9,931.0,426.96225
IMG_2714.JPG,,,,,
IMG_3378.JPG,1089.9,518.0,1245.6,1306.0,803.2211
IMG_0671.JPG,1227.9,423.0,1258.9,965.0,542.88378
IMG_0117.JPG,1250.6,472.0,1270.5,1226.0,754.26199
IMG_1221.JPG,1139.0,489.0,1189.7,837.0,351.67433
IMG_2729.JPG,,,1087.5,685.0,
IMG_1220.JPG,1139.0,489.0,1194.0,867.0,381.97882
IMG_0670.JPG,1223.0,425.0,1267.3,954.0,530.85439
IMG_3379.JPG,1089.3,512.0,1244.7,1315.0,817.88977
IMG_0116.JPG,1250.8,472.0,1277.0,1224.0,752.45492
IMG_2715.JPG,,,,,
IMG_3386.JPG,1089.9,515.0,1254.9,1337.0,838.39176
IMG_2926.JPG,1037.4,519.0,1144.3,929.0,423.70801
IMG_2932.JPG,1041.3,515.0,1139.0,934.0,430.23331
IMG_0843.JPG,1192.4,488.0,1205.0,826.0,338.23683
IMG_1988.JPG,,,,,
IMG_1750.JPG,,,,,
IMG_2259.JPG,,,,,
IMG_3147.JPG,1059.4,603.0,1163.4,1065.0,473.54795
IMG_0314.JPG,1240.6,464.0,1279.7,1186.0,723.05481
IMG_1778.JPG,,,,,
IMG_2517.JPG,,,1079.8,654.0,
IMG_0499.JPG,1235.3,465.0,1269.4,1152.0,687.84702
IMG_3190.JPG,1039.3,520.0,1184.7,1112.0,609.59121
IMG_1963.JPG,,,,,
IMG_3027.JPG,1040.5,521.0,1155.7,989.0,481.95653
IMG_1630.JPG,,,,,
IMG_0260.JPG,1246.4,463.0,1266.2,1215.0,752.2613
IMG_0506.JPG,1229.3,463.0,1288.3,1152.0,691.52529
IMG_2305.JPG,,,,,
IMG_1195.JPG,1141.4,490.0,1189.4,838.0,351.2983
IMG_1340.JPG,,,,,
IMG_2885.JPG,1037.5,515.0,1142.3,917.0,415.43536
IMG_1368.JPG,,,1145.1,694.0,
IMG_2661.JPG,,,,,
IMG_3219.JPG,1070.5,598.0,1192.7,1132.0,547.80478
IMG_2852.JPG,1040.1,516.0,1116.9,810.0,303.86779
IMG_0937.JPG,1164.3,444.0,1202.2,804.0,361.9877
IMG_0909.JPG,1168.1,491.0,1208.6,799.0,310.6552
IMG_2878.JPG,1039.9,510.0,1135.0,896.0,397.55312
IMG_2850.JPG,1041.5,512.0,1114.0,806.0,302.80728
IMG_2688.JPG,,,,,
IMG_0935.JPG,1168.7,490.0,1203.7,804.0,315.94001
IMG_1395.JPG,,,,,
IMG_2111.JPG,,,,,
IMG_1418.JPG,,,,,
IMG_2663.JPG,,,,,
IMG_0074.JPG,1251.8,471.0,1293.0,1231.0,761.11662
IMG_1342.JPG,,,,,
IMG_3233.JPG,1053.4,513.0,1202.7,1168.0,671.79892
IMG_0048.JPG,1257.4,470.0,1278.9,1245.0,775.29999
IMG_1801.JPG,,,,,
IMG_0289.JPG,1227.6,462.0,1291.1,1043.0,584.46425
IMG_1197.JPG,1140.8,490.0,1189.3,839.0,352.35122
IMG_0504.JPG,1238.2,464.0,1258.4,1154.0,690.29561
IMG_2475.JPG,,,,,
IMG_0262.JPG,1242.6,463.0,1283.4,1218.0,756.10307
IMG_2307.JPG,,,,,
IMG_3019.JPG,1039.3,520.0,1152.0,978.0,471.66342
IMG_2449.JPG,,,,,
IMG_1154.JPG,1161.0,490.0,1182.2,836.0,346.64915
IMG_1632.JPG,,,,,
IMG_3025.JPG,1039.4,519.0,1158.1,982.0,477.98412
IMG_2298.JPG,,,,,
IMG_3186.JPG,1039.2,525.0,1182.2,1097.0,589.6041
IMG_3192.JPG,1042.5,516.0,1179.6,1081.0,581.39611
IMG_1008.JPG,1149.5,495.0,1195.0,808.0,316.28691
IMG_2515.JPG,,,,,
IMG_3145.JPG,1035.3,522.0,1169.5,1032.0,527.36672
IMG_1752.JPG,,,,,
IMG_1034.JPG,1150.5,493.0,1192.8,844.0,353.53993
IMG_0458.JPG,1230.4,462.0,1269.2,1150.0,689.09287
IMG_2924.JPG,1038.8,518.0,1140.8,932.0,426.37375
IMG_3384.JPG,1109.1,595.0,1245.4,1326.0,743.59121
IMG_0841.JPG,1180.8,445.0,1209.4,794.0,350.16683
IMG_0699.JPG,1218.6,466.0,1267.5,965.0,501.38917
IMG_2930.JPG,1041.9,516.0,1136.3,936.0,430.49802
IMG_0672.JPG,1227.9,424.0,1259.0,968.0,544.88704
IMG_2717.JPG,,,1087.1,662.0,
IMG_3353.JPG,1090.2,512.0,1235.9,1318.0,819.05164
IMG_1222.JPG,1130.1,495.0,1199.1,835.0,346.93389
IMG_0883.JPG,1178.4,491.0,1208.3,828.0,338.32208
IMG_3352.JPG,1086.6,512.0,1238.7,1277.0,779.97909
IMG_1223.JPG,1165.7,549.0,1179.7,866.0,317.31145
IMG_0667.JPG,1229.0,420.0,1258.2,963.0,543.7824
IMG_2716.JPG,,,1085.1,647.0,
IMG_0115.JPG,1247.3,472.0,1285.7,1222.0,750.98547
IMG_0673.JPG,1230.7,468.0,1258.3,984.0,516.74086
IMG_0698.JPG,1223.6,467.0,1264.9,960.0,494.72252
IMG_0840.JPG,1193.0,455.0,1204.7,794.0,339.20151
IMG_2931.JPG,1037.5,512.0,1142.0,930.0,430.86454
IMG_2925.JPG,1048.8,515.0,1136.9,930.0,424.25034
IMG_3385.JPG,1092.2,513.0,1245.9,1328.0,829.36681
IMG_1747.JPG,,,,,
IMG_1753.JPG,,,,,
IMG_3144.JPG,1035.8,521.0,1175.4,1063.0,559.70313
IMG_1035.JPG,1147.3,494.0,1196.5,848.0,357.3991
IMG_2514.JPG,,,,,
IMG_1009.JPG,1147.4,494.0,1195.6,806.0,315.70849
IMG_2500.JPG,,,,,
IMG_3193.JPG,1041.1,518.0,1177.4,1082.0,580.22527
IMG_3187.JPG,1042.5,520.0,1174.1,1086.0,581.09459
IMG_2299.JPG,,,,,
IMG_1155.JPG,1142.9,490.0,1192.8,869.0,382.26725
IMG_3024.JPG,1039.2,519.0,1165.5,1024.0,520.54209
IMG_1633.JPG,,,,,
IMG_2448.JPG,,,,,
IMG_3018.JPG,1043.1,523.0,1144.2,979.0,467.06987
IMG_2306.JPG,,,,,
IMG_0505.JPG,1235.0,465.0,1268.4,1153.0,688.81122
IMG_0263.JPG,1248.1,463.0,1267.9,1216.0,753.26164
IMG_2474.JPG,,,,,
IMG_1196.JPG,1139.0,489.0,1206.3,834.0,351.49786
IMG_0288.JPG,1237.9,463.0,1296.2,1182.0,721.35818
IMG_1800.JPG,,,,,
IMG_2138.JPG,,,,,
IMG_0049.JPG,1256.3,471.0,1279.4,1243.0,772.3441
IMG_1343.JPG,,,,,
IMG_2662.JPG,,,,,
IMG_1419.JPG,,,,,
IMG_2110.JPG,,,,,
IMG_0934.JPG,1154.0,479.0,1208.9,796.0,321.72795
IMG_1394.JPG,,,,,
IMG_2689.JPG,,,,,
IMG_2851.JPG,1042.5,516.0,1116.8,809.0,302.26158
IMG_0908.JPG,1172.7,491.0,1205.8,804.0,314.74488
IMG_2879.JPG,1040.3,512.0,1136.2,898.0,397.72166
IMG_2855.JPG,1065.3,599.0,1116.4,822.0,228.79559
IMG_1390.JPG,,,,,
IMG_3236.JPG,1051.8,519.0,1218.7,1178.0,679.79166
IMG_1347.JPG,,,1155.2,661.0,
IMG_2882.JPG,1033.4,517.0,1136.1,881.0,378.20615
IMG_1435.JPG,,,,,
IMG_2666.JPG,,,,,
IMG_0071.JPG,1261.0,471.0,1263.0,1070.0,599.00334
IMG_1488 (1).JPG,,,1164.3,652.0,
IMG_0717.JPG,1227.1,469.0,1265.0,936.0,468.53813
IMG_0529.JPG,1232.3,468.0,1269.9,1155.0,688.02743
IMG_3020.JPG,1036.1,520.0,1162.2,986.0,482.7422
